model,query,expected_answer,retrieved_answer,strict_recall,strict_mrr,judged_valid,final_recall
ai-sage/Giga-Embeddings-instruct,Does The Federal Government Offer Long Term Disability Insurance? ,"The Federal Government provides Social Security Disability for people who worked and paid into the system , and have a disability that is expected to last for twelve months or longer , or result in death . Certain people born with a disability may be eligible to receive benefits after age eighteen . Only private companies offer long term disability insurance for purchase . These policies may pay larger benefit amounts , for a wider array of disabling conditions than does Social Security Disability . ","Yes , the federal government has disability insurance called Social Security Disability Insurance . You pay into it when you pay your Social Security taxes . If you are 31 or older , you must have worked at least 5 of the last 10 years to qualify for SSDI benefits . If younger , the requirement is lower . You must also be determined medically disabled . ",1.0,0.3333333333333333,False,1.0
ai-sage/Giga-Embeddings-instruct,Is Inherited Life Insurance Taxable? ,"Inherited life insurance is not taxable for income tax , in most situations . However , if the amount of the life insurance proceeds caused the estate to exceed the limit for exemption from state or federal estate taxes , the estate taxes will need to be paid by someone . Sometimes the policyholder will express in his/her will if the beneficiary is to help contribute to the payment of estate taxes . If there is no will , the laws of the state in which you reside will determine if you have to contribute to the estate tax payment . ","Inherited life insurance is not taxable for income tax , in most situations . However , if the amount of the life insurance proceeds caused the estate to exceed the limit for exemption from state or federal estate taxes , the estate taxes will need to be paid by someone . Sometimes the policyholder will express in his/her will if the beneficiary is to help contribute to the payment of estate taxes . If there is no will , the laws of the state in which you reside will determine if you have to contribute to the estate tax payment . ",1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,Who Is Covered By Renters Insurance? ,"Renters Insurance policies cover the ` Insured ' person or persons for loss of personal property against covered perilsand also any third party for bodily injury or property damage as a result of the insured 's negligence as covered by the policy up to the limits on the declarations page . It is important to review the limits of coverage , applicable deductible and covered perils when purchasing and renewing your renters insurance policy . ",Renters insurance coverage is for the named insured and immediate family members living in the same residence -LRB- there may be some exception or exclusions -RRB- . If there is more than one person in the residence and they are not related then each person would be expected to have their our renters insurance policy . Every policy is different . Please read over the policy fully to make certain of the coverages provided or call your local agent to discuss what coverage is provided by your policy . ,0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,Is Life Insurance Considered Community Property In Texas? ,"Under normal or ordinary circumstances , life insurance is community property in Texas - especially the cash value of any permanent or semi-permanent policy . Any reputable life insurance company will require a multiple ownership document to be signed by the two spouses if the owner/payor/insured is married at the time of the purchase . I have dealt with this several times where the companies I place business with require this documentation so they are not caught in a divorce proceeding with he said , she said . The document covers their liability for issuing the policy . ","Under normal or ordinary circumstances , life insurance is community property in Texas - especially the cash value of any permanent or semi-permanent policy . Any reputable life insurance company will require a multiple ownership document to be signed by the two spouses if the owner/payor/insured is married at the time of the purchase . I have dealt with this several times where the companies I place business with require this documentation so they are not caught in a divorce proceeding with he said , she said . The document covers their liability for issuing the policy . ",1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,Is Adderall Covered By Health Insurance? ,"Adderall is covered by most health insurance plans . As a health insurance broker with more than 33 years of experience , this type of question is very commonly asked . An `` Exchange '' policy will provide benefits for the drug and the expenses of treatment , although a deductible or copay may apply . However , short-term plans will often exclude pre-existing conditions , and therefore Adderall would not be covered on this type of plan . ","Adderall is covered by most health insurance plans . As a health insurance broker with more than 33 years of experience , this type of question is very commonly asked . An `` Exchange '' policy will provide benefits for the drug and the expenses of treatment , although a deductible or copay may apply . However , short-term plans will often exclude pre-existing conditions , and therefore Adderall would not be covered on this type of plan . ",1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,What Is Paid Up Whole Life Insurance? ,"Paid up Whole Life Insurance is life insurance for which no further premiums are due . If you received notice that your policy was paid up , and died in the future , your beneficiary would receive the death benefit , even though you had not paid any additional premiums from this point forward . ","Simply put , paid up whole life insurance is a whole life policy that has been paid for in full . Some providers will allow a client to pay the entire policy premium at the outset of the policy . The biggest benefit to that is the cash value of the policy will grow at a much faster rate than when the premiums are paid incrementally . ",1.0,0.3333333333333333,False,1.0
ai-sage/Giga-Embeddings-instruct,What Are Fixed Annuities? ,"A fixed annuity is an insurance contract . The insurance company makes fixed dollar payments , normally monthly , to the annuitant for the term of the contract , usually until the annuitant dies . The insurance company guarantees both earnings and principal . This type of contract can be funded with periodic payments prior to annuitization or a single deposit . ","I believe what you are referring to is a fixed annuity.Fixed annuities are a type of annuity that has a defined , guaranteed payment structure . The annuitant agrees to pay the insurance company a single payment , or a series of payments , and the insurance company agrees to pay you a fixed amount -LRB- income -RRB- , starting immediately -LRB- an immediate annuity -RRB- or at a later date -LRB- a deferred annuity -RRB- , for a specified time period -LRB- this could be for 10 years , 15 , years , 20 years , for life , etc. -RRB- . The monies put into an annuity grow on a tax-deferred basis , which is a huge advantage for your retirement planning . I hope the information is helpful - please feel free to contact me for help and if you have any other questions . Thanks very much . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,Why Not To Invest In Variable Annuities? ,"Annuities and especially Variable contracts have a place if your primary goal is to defer taxes and guarantee lifetime income . However there are many potential down falls which include market risk , not very liquid , surrender charges , very high fees to protect principal , and not very flexible when you need to make changes to the contract . Every person 's financial situation is different so a good financial advisor would go through a thorough risk assessment to assure that this type of contract is good for you . I also would mention this is n't a good place for all of your life savings . Things tend to change overtime like health.Unexpected expenses may cause the contract to change if more than a free withdrawal is needed to take care of the expenses . Typically a free withdrawal is 10 % of the premium -LRB- original deposit -RRB- without causing a surrender charge or change to the contracts living benefits . ","Variable annuities are only good for people with a high level of risk tolerance . Variable annuities can lose money , as well as , gain money . Hence , the term variable . When looking at variable annuities make sure you understand the risks involved . There are some great agents that can help you decide if these investments are the best fit for your tolerance and situation . There are other annuities that do not pay as much interest but are safer . For example , some annuities offer `` floors '' . Every annuity has some pros and cons so just make sure you understand the contract . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,Does Health Insurance Go Up Every Year? ,"In an aggregate sense , Yes . The basic costs of health care -LRB- doctor & hospital services , prescription drugs , etc. -RRB- and our population 's consumption of health care services have been steadily increasing for decades . Health insurance costs are merely a reflection of these underlying factors . When one drills down to a specific company 's or a specific individual 's history with their health insurance premiums then you will find substantial variations in individual results . A knowledgeable and experienced health insurance broker/consultant can often manage their client 's benefits costs in ways that `` beat the market '' just like there always are some financial experts who outperform their peers in the stock market . The vast majority of my small business clients for instance have premium costs and benefit levels in 2014 that are not radical departures from their costs of a few to several years ago or , at the worst , they know that they have the best possible base cost level currently available to them in their marketplaces . This requires constant oversight of changing marketplace conditions , switching insurance carriers to take advantage of whichever carrier has the best value proposition at that particular time , and some fine tuning of benefit plan designs and funding approaches over a period of years to accomplish these results . But , it can be done because I have done it . The implementation of the new requirements of ObamaCare have upset the long established rules for the health insurance marketplace and are having a profound impact on health insurance plan designs and costs . ObamaCare addressed many access issues to health insurance coverage -LRB- guaranteed issue of policies , no pre-existing conditions , etc. -RRB- but really does nothing to reduce either healthcare costs or consumption . In fact , many can argue that ObamaCare is helping to increase both costs and consumption which will translate into higher health insurance costs . Certainly ObamaCare is the most profound change in our nation 's health insurance system in most people 's lifetimes and it will make the years ahead much more challenging for both individuals and businesses when it comes to managing their health insurance & health care costs . The guidance of an experienced health insurance expert who is staying on top of the rapid changes being prompted by ObamaCare is now more important than ever to both the individual and business health insurance consumer . If I can be of assistance in guiding you through these uncharted waters please feel free to contact me so I can put my 30 years of experience to work for you . ","Will your health insurance premiums go up ? I have been a health insurance broker for 33 years and I 'll give you a short but accurate answer . Your rates will probably go up each year , although there are many variables that impact the cost . Your income , the type of plan you have , the claims history of the specific carrier , and whether you kept the same plan are just a few of the most relevant factors . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,Does Life Insurance Have To Be Used To Pay A Deceased Person'S Bills? ,Does life insurance have to be used to pay a deceased person 's bills ? Only if required by the courts or as stated in the beneficiary declarations . Usually the beneficiary can do what ever they choose to do with the proceeds from a death benefit check . It 's then up to the beneficary at that point . ,"Life insurance does not have to be used to pay a deceased person 's bills if the beneficiary is a person . If the beneficiary is the deceased person 's estate , the life insurance proceeds will most likely go through probate , at which time they become a target for bill collectors . Also , if the policy proceeds are assigned to a funeral home or other lender , these institutions are able to take their share of the policy proceeds first . ",1.0,0.5,False,1.0
ai-sage/Giga-Embeddings-instruct,What Is Life Insurance Wrapper? ,A life insurance wrapper for all intent and purposes is a structured investment tool which combines investments in funds and life insurance . The insurance wrapper allows the policy holder a choice of which funds they wish to invest in . In lieu of paying premiums the policyholder would pay the assets or funds that he chooses . Since the assets or funds are already paid to the insurance company they would not be attachable by creditors since they would not be considered the policy holders assets and therefor the policy holder would be 100 % protected . ,A life insurance wrapper for all intent and purposes is a structured investment tool which combines investments in funds and life insurance . The insurance wrapper allows the policy holder a choice of which funds they wish to invest in . In lieu of paying premiums the policyholder would pay the assets or funds that he chooses . Since the assets or funds are already paid to the insurance company they would not be attachable by creditors since they would not be considered the policy holders assets and therefor the policy holder would be 100 % protected . ,1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,Does Long Term Care Insurance Cover Assisted Living Costs? ,"Long term care insurance can cover costs associated with assisted living facilities as well as care provided in the home or in a nursing home . It depends on what the policy covers . Most policies available for sale today are reimbursement but a few are indemnity . Long term care insurance policies that provide indemnity benefits pay a specified amount for each day of covered services regardless of the actual costs incurred by the insured . Long term care insurance policies that provide reimbursement benefits reimburse the insured for costs he or she incurs for covered services up to a daily , weekly or monthly maximum stated by the policy . ","Yes , Long Term Care Insurance often covers assisted living . It depends on the wording of the policy . Many Long Term Care policies simply reimburse the person needing the care so they can spend the LTC benefit where they wish . This can be an assisted living residence , or even staying in their own home if they are able to hire someone to assist them with ADL 's . ",1.0,0.3333333333333333,False,1.0
ai-sage/Giga-Embeddings-instruct,Can You Get Disability Insurance When Pregnant? ,"Normally , pregnancy is considered a pre-existing condition and not covered by a disability insurance policy . It is up to the company whether they would postpone taking the application or exclude that pregnancy from coverage . Once the baby is born , you can apply for disability insurance prior to becoming pregnant again , to obtain coverage for that pregnancy . ","Unfortunately , you can not get disability insurance while you are already pregnant . The pregnancy would be considered a pre-existing condition , as it would be a certain reason for the disability policy to pay out . As soon as your baby is born , you can apply for either long or short term disability insurance . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,How To Apply For Life Insurance Online? ,"You can easily apply for life insurance online ... If you work with an experienced broker and their reputable website . It 's fast , safe and secure and constantly updated to quickly provide free online quotes at the lowest available rates . That 's our job , as experienced life insurance brokers , and consumers save time , money and frustration . You can speak to live experienced brokers or `` do it alone . '' That way , you get the best of recent technology updates and old-fashioned service . ","To apply for life insurance online , you will probably want to start by looking at quotes to get an idea of what you can afford . When a website offers free `` instant '' quotes , you can compare different term lengths and face amounts to your heart 's content . The next step is to call or email someone at that website to `` flesh out '' your quote . Talking to someone will help ensure that you get the lowest price and that you actually qualify for the policy you want to apply for . Also , talking to an agent will help you understand your policy 's features and enable you to get the type of coverage that best suits your needs . After choosing your policy , the process for application is similar to how you would apply with any life insurance agency . The main exception is that you do not have to sit down face to face with an agent . ",1.0,0.3333333333333333,False,1.0
ai-sage/Giga-Embeddings-instruct,Why Was Medigap Plan J Discontinued? ,"Plan J was one of four plans dropped in June 2010 . The changes were made due to federal legislation passed in 2005 . Although four plans were dropped , two new plans were added resulting in a total of 10 standardized plans -- the original number mandated by Congress in 1990 to simplify and standardize all policies that supplement Medicare . Medigap Plans E , H , I , and J are no longer sold ; however , if you already have one in place , you can keep it . As for current standardized plans , Plan F took the spot for Plan J. Like Plan J , Plan F covers all Medicare approved charges . You do n't have to pay any co-payments , deductibles , or co-insurance . If you have Plan J and your premium is getting uncomfortably high , it might be a good idea to compare premiums to Plan F or any of the other standardized plans available . I hope this answer was helpful . If I can be of further assistance , please feel free to contact me 1-888-411-1329 . ","Plan J was one of four plans dropped in June 2010 . The changes were made due to federal legislation passed in 2005 . Although four plans were dropped , two new plans were added resulting in a total of 10 standardized plans -- the original number mandated by Congress in 1990 to simplify and standardize all policies that supplement Medicare . Medigap Plans E , H , I , and J are no longer sold ; however , if you already have one in place , you can keep it . As for current standardized plans , Plan F took the spot for Plan J. Like Plan J , Plan F covers all Medicare approved charges . You do n't have to pay any co-payments , deductibles , or co-insurance . If you have Plan J and your premium is getting uncomfortably high , it might be a good idea to compare premiums to Plan F or any of the other standardized plans available . I hope this answer was helpful . If I can be of further assistance , please feel free to contact me 1-888-411-1329 . ",1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,Can You Get Life Insurance On An Unborn Child? ,"No , you can not get a life insurance policy on an unborn child ; babies must usually be 15 days old in order to get their own life insurance policy . If you have a child rider on your own life insurance policy , your baby can automatically be added to the rider . ","No , you can not get a life insurance policy on an unborn child ; babies must usually be 15 days old in order to get their own life insurance policy . If you have a child rider on your own life insurance policy , your baby can automatically be added to the rider . ",1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,What Is Medicare HIB? ,"Medicare HIB is Medicare Part A which the beneficiary is entitled to due to ESRD -LRB- end stage renal disease -RRB- . Part A is hospital coverage and entitles you to full inpatient coverage for Medicare approved treatment and claims . Under some situations you are also entitled to treatment in a SNF -LRB- skilled nursing facility -RRB- , rehab and hospice services . ","Medicare HIB means Medicare Hospital Insurance Benefits . Medicare HIB is the same thing as Medicare Part A. Medicare HIB or Part A mainly covers inpatient health care services , skilled nursing care , and home health services . In contrast , Medicare Part B benefits are called SMIB , or Supplementary Medical Insurance Benefits . ",1.0,0.5,False,1.0
ai-sage/Giga-Embeddings-instruct,Does The President Have Health Insurance? ,"The President has health insurance and it is the same coverage that most members of Congress have . In 2014 , they will have to utilize the coverage that most other Americans have . Will they like this new coverage . Some will and many wo n't . Their staff members may especially not like the new coverage . ","The President has health insurance and it is the same coverage that most members of Congress have . In 2014 , they will have to utilize the coverage that most other Americans have . Will they like this new coverage . Some will and many wo n't . Their staff members may especially not like the new coverage . ",1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,How Much Do Life Insurance Agents Make In Florida? ,"Earnings for a life insurance agent vary greatly . The national average is around $ 40,000 per year with a lot of variance on both ends -LRB- i.e. some earn less than $ 20,000 per year and others make more than $ 100,000 per year -RRB- Since most life insurance agents are paid by commissions only , the actual income they derive on a year basis is highly dependent the number and/or size of sales they close . ","Life insurance agents in Florida make incomes that vary greatly . Some are agents part time and have full time jobs elsewhere , while others put in over 60 hours per week into building up their business . Some are starting out on a shoestring , while others are being financed by a large agency and helped to get on their feet before going to commission only . ",1.0,0.3333333333333333,False,1.0
ai-sage/Giga-Embeddings-instruct,Does Life Insurance Cover Death By Cancer? ,"Yes , Life Insurance does cover death by terminal illness . Life Insurance policies have a clause for an accelerated payment and waiver premium if the policyholder becomes terminally ill which can help to pay for the medical treatments . There is also insurance for critical illness which pays for treatments and is distributed in cash lump sum tax free or by treatments . The protection is for Heart Attack , Stroke , Kidney Failure , and Cancer . Due fp the statistics 1 in 4 will suffer from these diseases in their lifetime and will need financial security for treatments and to protect from loss of income . ","Yes , life insurance covers death by cancer . A person who purchases a life insurance policy must honestly present their health details at the time of applying , and the insurance company may order medical records . After that , the policy is approved to cover death by all reasons , except suicide in the first two years . Sometimes people will opt for a rider that excludes death due to being a pilot . But there is rarely an exclusion for cancer . Unlike Accidental Death Insurance that covers only accidental death , Life Insurance covers death by all accidental AND natural causes , including cancer . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,Can I Get Life Insurance If I Have Cancer? ,"Video Transcript : Can I get life insurance if I have cancer ? Well , it depends upon a lot of questions . The type of cancer diagnosed , the date first diagnosis occurred . I need to know was it treated by surgery , chemotherapy , radiation therapy , hormonal therapy . I 'll also need to know , enlist the stage of the cancer , as well as the grade of the cancer . I need to know also , has it spread to other parts of the body , because that 's going to be issue for us to be able to underwrite . And then the last one is has there been proper follow ups to your cancer ? Which is CT scans , X-rays , bone scans , laboratory work . I need to know those kinds of things to accumulate enough information to give you the proper offer . Remember , certain carriers are more benevolent in certain types of cancers than others . ","There is one type of life insurance that you can get while having any type of cancer , and that is called Guaranteed Life Insurance . It is not available at every age , and it is graded for 2 or more years . But it does not have any health requirements . You can also purchase pre-need policies at a funeral home while having cancer . With those , the graded period is usually one year . If your cancer was caught in the early stages and has a good prognosis , you should be able to get a policy other than guaranteed issue about a year or two after the last treatment . Some types of policies will add a flat extra that drops off after a few years . Others add table ratings to the policy . It all depends on the type of cancer , the stage , how well it responded to treatment , how long ago you were diagnosed and last treated , and whether your cancer recurred or not . Finding life insurance for persons with cancer can be complicated . Contacting an impaired risk life insurance specialist is helpful to find your best rate . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,What Does Uninsured Auto Insurance Cover? ,Un insured motorist covers your medical bills if someone hits you and has no insurance there also is under insured which covers your medical bills if someone has insurance but their insurance did n't pay all of the bills because their limits are all exhausted . This coverage cost as little as 2.00 for 6 months with some carriers in Montana I would recommend the coverage it is well worth the cost . ,Un insured motorist covers your medical bills if someone hits you and has no insurance there also is under insured which covers your medical bills if someone has insurance but their insurance did n't pay all of the bills because their limits are all exhausted . This coverage cost as little as 2.00 for 6 months with some carriers in Montana I would recommend the coverage it is well worth the cost . ,1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,Does My Home Insurance Cover My Fence? ,"The homeowners insurance policy is based on a formula . A certain amount of coverage -LRB- a percentage of the residence coverage -RRB- is the limit for fences and other structures that are not a part of the house . These include the fence , driveways , sidewalks and other fixtures and building materials located on your home site that are intended for construction purpose on your home . On your policy you can find the limit of coverage for these items under coverage B . ","The answer depends on the coverages of your particular policy . As mentioned above , better policies typically cover fences under `` other structures , '' but basic coverage policies may exclude them . Any time you file an insurance claim , you need to weigh the cost of repairs or replacement against the deductible on your policy and potentially higher insurance premiums in the future . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,Does Homeowners Insurance Cover A Lost Diamond? ,"Loss is not a covered peril of a homeowners policy . To cover loss an item should be scheduled on either on a homeowners policy or aseparatepolicy can be purchased . This type of coverage could pick up a loss under the coverage mysterious disappearance . I recommend anyone with jewelry in value over $ 1,500 to consult their agent . ","Lost diamond is not generally covered on a homeowners policy . To cover lost diamond on a home owners policy it has to be schedule . Scheduling an items means that the item has to identified by name and assigned its worth by a dollar amount . Just like fur coat and other expensive items are not covered , diamond is not covered . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,What To Look For In A Good Health Insurance Plan? ,"The 1st post was made in 2014 ... SO MUCH HAS CHANGED ... in my state I start with 2 questions . # 1 -RRB- What will you make this year - So I can assess if the person is , or is not , eligible for subsidies . If NOT , we do n't mess with Healthcare.gov -LRB- or the state site if there is one -RRB- . Question # 2 -RRB- WHO do you want to see when you need service ? WHO IS MORE important than the rate you pay . In my state we had ALL PPO 's before this year . Now there are also carrier options with an EPO & POS . No HMO 's in my state as of now . Yet the HMO model is prevalent in many states . Who When Pre-authorization Gate Keepers Out of Network Traveling & many other factors make up WHO ... The network type & size IS YOUR HEALTH INSURANCE . Do n't settle for a tiny network that has no out of network coverage . Go PPO if you can ... . ","A good health insurance policy is one that covers the major expenses that you would not otherwise be able to afford . It is comprehensive in nature , covers inpatient and outpatient care including generic AND brand name drugs . A good plan has true major medical coverage and limits your in network out of pocket expenses to a reasonable amount . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,How Much Is A Health Insurance For An Individual? ,"Health insurance for an individual costs much less than you may realize . As an experienced health insurance broker -LRB- more than 33 years -RRB- , I am asked and answer this question daily . As a broker , our job is to find the lowest available rates and the best coverage for that price . Specifically , rates vary , depending greatly upon where you live , how old you are and the type of coverage you need . Also , the Obamacare federal subsidy can dramatically reduce your premium . If you qualify , your rate could reduce by $ 1,000 per month -LRB- family -RRB- or more . And yes , it is possible that the subsidy will be more than your premium ! You can choose among four Metal plans -LRB- and a low-cost catastrophic plan if you qualify -RRB- . ",Somewhere between $ 0 and $ 1000 per month as an individual . What a person can pay for individual health insurance depends upon a variety of factors such as ; 1 -RRB- The state you live in and the health insurance marketplace region within your state that you reside in . 2 -RRB- Your age 3 -RRB- Whether you use tobacco products 4 -RRB- The health insurance carrier you purchase coverage from 5 -RRB- The health insurance plan that you purchase 6 -RRB- Whether you qualify for a premium tax subsidy for coverage purchased through the Federal or State Health Insurance Marketplace in your state . This is where it is possible that if you fall within a certain income range you may qualify for a large enough subsidy that it significantly reduces or totally offsets the monthly premium for a health insurance plan you might select . I 'm sorry that a definitive dollar amount answer ca n't be given to your question but as you can see from the factors outlined above there is no one size fits all answer to your question . I would suggest you seek out the services of an experienced health insurance agent to help you review your options and determine the answer for your specific situation . ,1.0,0.5,False,1.0
ai-sage/Giga-Embeddings-instruct,What Is A Good Amount For Renters Insurance? ,A quick way to determine the amount of renters coverage that you need is to take a camera and photograph everything in the unit that belongs to you . Open a spread sheet and list everything in the pictures with the price to replace what is in the picture . Total the replacement prices and you have the amount of renters insurance that you need . There is another part of the policy and that is the liability section . I recommend that you take the highest limits available . A lawsuit can bankrupt you . ,A good amount of coverage for renters insurance is going to vary from individual to individual . Most carriers renters insurance policy 's start at 15000 . Your coverage amount should be high enough to pay for the replacement of your personal items . I would suggest using 10000 per direct family member as a bare minimum for base coverage amount . Contact a local agent and they can help you determine the amount of coverage that will work for you and your budget . ,0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,Does Your Homeowners Insurance Go Up With A Pool? ,There are a few companies that may surcharge your homeowners policy for having a pool which would be minimal . Otherwise most insurance providers do not increase premiums for a pool . However as a pool owner I highly suggest you carry a personal umbrella policy in the event of an unfortunate accident in and around the pool that could lead to bodily injury or even death . ,Your homeowners insurance will more than likely go up if you have a pool on your property . Every carrier and policy are different . The factors that will affect your rate are the type of pool . Is it above ground or in ground ? How large is the pool ? Is there a locked gate and fence around the pool ? These are just a few of the factors that will possibly affect your premium . Contact your local agent to find out what effect a pool would have on your homeowners coverage . ,1.0,0.5,False,1.0
ai-sage/Giga-Embeddings-instruct,When Is Someone Eligible For Medicare Part D? ,In order to qualify for Part D the applicant has to be covered by both Part A and Part B coverages and live in the County designated by the Plan . So if someone has a Medicare card that shows they were eligible for both Part A and Part B on 11/1/2013 then they are qualfied to buy a Part D plan ,"Eligibility to enroll in Medicare Part D is at the same time as one is eligible to enroll in Medicare Part A , B and C . This is usually age 65 or when one starts receiving SSDI . There are certain times when one can sign up for Medicare Part D. Visit this website for details : WEBSITELINK ",1.0,0.5,False,1.0
ai-sage/Giga-Embeddings-instruct,How Does Life Insurance Know You Smoke? ,"It is amazing how a life insurance company can find out you smoke . They test urine and blood for cotinine/nicotine , if you take an exam . They usually do a phone interview if you do n't take an exam , so you have to state your smoking status both in writing and verbally . They may order medical records . I once had a client who turned out to be rated a smoker , and when I asked him about it , he said he did n't think there was any way the insurance company would find out because he did n't smoke for a month before the exam and even his doctor did not know he was a smoker . It turned out his wife had told his doctor he smoked ! He may have been able to contest that by taking a new exam , but he , of course , was back to smoking by then . If you smoke , just admit it . If you quit smoking later , you can apply for a rate reduction a year after smoking . ","Life insurance agents and underwriters do not have a crystal ball that reveals that you had a cigarette that morning . But they do all they can to find out if you are a smoker , and rely on your honesty for the rest . Blood tests , urine tests , swabs , questions on the application , phone interviews , doctor records ... nearly all policies use one or more of these methods to determine if you smoke . It 's best to just fess up , and then if you quit , apply for a nonsmoker rate a year after you quit smoking . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,How Does An Health Insurance Deductible Work? ,"A health insurance deductible is the amount you pay before a specific claim is paid . It does not apply to all benefits , and different deductibles are available . Typically , the deductible is between $ 500 and $ 2,500 although there are both higher and lower options . An HMO often does not have a deductible to meet . Once you have satisfied the deductible requirements , only a coinsurance may apply . Keep in mind that preventive benefits are usually not subject to the deductible and often office visits and prescriptions are subject to copays only . As experienced brokers , part of our job is to find the best plans at the lowest available rates that meet your budget and include a deductible that is acceptable to you . ","A deductible is the amount you have to pay before insurance pays for your medical costs . Say you have a $ 1000 deductible and you go to the doctor and they bill you $ 500 . You are responsible for paying all of that $ 500 . Say the next time you go , they bill you $ 1000 . Well you would pay $ 500 and then the other $ 500 will be covered by your insurance , unless you also have to pay coinsurance and copay , then you will need to pay more out of pocket costs . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,Where Can I Buy Long Term Disability Insurance? ,"There are basically three distribution channels that sell disability insurance : Career , brokerage and carrier direct . Carrier direct and career distribution generally promotes its own manufactured proprietary product line . Brokerage distribution generally carries the more competitive disability insurance products and maintains a relatively neutral sales position , i.e. best company for the client . ",You can purchase Long Term Disability from any life insurance agent or agency that sells it . Looking on the internet or in the Yellow Pages is a good place to start . It is carried through Life Insurance companies . Definitely look for an agency that sells more than one type of Disability policy so you can get your best price . Work with someone who knows what they are talking about so you get the features you need . ,0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,How Much Would It Cost For Car Insurance? ,"It depends on many different factors . Driving experience , tickets , accidents State your in type of vehicle . You would really need to get a few different quotes to know . 3 to 4 quotes would be good never settle for one quote . You could visit my blog for quotes and information . ","Great question . Basic car insurance cost can very on the type of car you drive , your age , your driving record . But a basic policy can range between $ 30 - $ 60a month . Keep in mind if can also have an effect on the compay you decide to go with on the rate . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,Is Cashing Out Life Insurance Taxable? ,"Is cashing out Life Insurance values taxable ? It can be depending on what type of policy you have , it can also provide you with how much of the gain is considered taxable . Keep in mind your premiums paid in have in most cases already been taxed . If you are dealing with a mutual company that pays dividends , the portion of the values that are dividends will not be taxed . You are left with the gains on the policy . IF you are considering cashing out , contact your company and ask them to prepare a statement prior to so you can see and plan accordingly . ","Cashing out a cash value life insurance policy in almost all cases will have proceeds subject to ordinary income taxes . The good news is most life insurance premiums have been paid with after tax dollars so , therefore only the proceeds or gains are subject to tax . You may also borrow from your cash value if you need money and those funds are income tax free . I suggest sitting down with your life insurance agent and discussing all of your options to avoid making a costly mistake . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,What To Look For In Life Insurance? ,"Some things to look for in life insurance are price , rating of the company from which you plan to buy the policy , the health rating you would get -LRB- although a lower health rating does not automatically equal a lower price , it can help to go with a company that will rate you lower than another -RRB- , guarantees , and getting the right product for your particular need . ","When shopping for life insurance , you want to look for the rating of the insurance carrier to make sure it is a solid company . You want to look at the guarantees of the policy , to make sure the premium does not go up for that time that you desire . You want to look at the agency you buy it from , to make sure it gets placed correctly and that they will be able to service your policy in the future . ",1.0,0.3333333333333333,False,1.0
ai-sage/Giga-Embeddings-instruct,What Is Medicare Part C Insurance? ,"Medicare Part C added Advantage Plans to the Medicare mix . Advantage plans are usually HMO 's or PPO 's . Medicare takes yourcoverageand assigns it to the insurance carrier you choose . That company is now your Medicare provider and you are subject to the rules and limitations that they impose . If you leave your area , chances are you leave your insurance behind as well . Most have very low , or no premiums , but include exposure to the beneficiary through co-pays and co-insurance that could result in significant out of pocket expenses to the beneficiary . Most plans also include drug coverage so you would not need aMedicarePart D prescription drug plan . All drugs may not be covered . ","Plan C in Medicare Supplemental policies is simply a plan that offers its own set of options , as do Med Supp Plans A to N. Part C in Medicare is also called Medicare Advantage . Part C is a combination of Medicare Part A , Part B , and usually , Part D . ",0.0,0.0,False,0.0
